sample_idx,crystal_idx,n_crystals,cx,cz,x_center,z_center,dist_center,dist_corner_1,dist_corner_2,dist_corner_3,dist_corner_4,mse_psi,relL2_psi
150,2,2,-5.462036e-01,5.830833e-01,0.000000e+00,0.000000e+00,7.989521e-01,1.646841e+00,2.212894e+00,6.162392e-01,1.601426e+00,3.778915e-24,1.456363e-01
151,1,2,-5.226054e-01,6.751241e-01,0.000000e+00,0.000000e+00,8.537617e-01,1.741823e+00,2.263707e+00,5.774513e-01,1.556879e+00,3.387276e-25,1.105132e-01
151,2,2,3.570188e-01,-3.030736e-01,0.000000e+00,0.000000e+00,4.683119e-01,1.525518e+00,9.482253e-01,1.881356e+00,1.453075e+00,3.387276e-25,1.105132e-01
152,1,2,-7.430494e-01,1.277124e-01,0.000000e+00,0.000000e+00,7.539449e-01,1.156615e+00,2.076043e+00,9.093455e-01,1.949130e+00,7.448277e-24,1.106046e-01
152,2,2,-7.876634e-01,6.859676e-01,0.000000e+00,0.000000e+00,1.044493e+00,1.699286e+00,2.457280e+00,3.790821e-01,1.815036e+00,7.448277e-24,1.106046e-01
153,1,2,5.360943e-01,-6.156332e-01,0.000000e+00,0.000000e+00,8.163341e-01,1.583453e+00,6.024503e-01,2.229317e+00,1.680916e+00,2.079643e-25,2.830879e-02
153,2,2,2.813901e-01,2.400660e-01,0.000000e+00,0.000000e+00,3.698811e-01,1.783178e+00,1.433236e+00,1.489785e+00,1.045897e+00,2.079643e-25,2.830879e-02
154,1,2,-2.284350e-02,-2.252824e-01,0.000000e+00,0.000000e+00,2.264376e-01,1.247005e+00,1.283120e+00,1.567212e+00,1.596097e+00,4.649066e-25,5.829130e-02
154,2,2,3.550493e-01,-3.797265e-01,0.000000e+00,0.000000e+00,5.198578e-01,1.490268e+00,8.948188e-01,1.933857e+00,1.523025e+00,4.649066e-25,5.829130e-02
155,1,2,2.652002e-01,-2.986453e-01,0.000000e+00,0.000000e+00,3.993997e-01,1.446593e+00,1.015790e+00,1.813067e+00,1.492116e+00,1.608419e-25,4.103930e-02
155,2,2,1.798043e-01,-7.989584e-01,0.000000e+00,0.000000e+00,8.189408e-01,1.196811e+00,8.444754e-01,2.151323e+00,1.977112e+00,1.608419e-25,4.103930e-02
156,1,2,1.509330e-01,-5.177993e-01,0.000000e+00,0.000000e+00,5.393486e-01,1.247864e+00,9.764385e-01,1.904826e+00,1.739146e+00,3.348869e-25,6.241835e-02
156,2,2,-6.632840e-02,-4.623365e-01,0.000000e+00,0.000000e+00,4.670701e-01,1.077416e+00,1.194210e+00,1.734984e+00,1.809830e+00,3.348869e-25,6.241835e-02
157,1,2,-7.946697e-01,-5.701254e-01,0.000000e+00,0.000000e+00,9.780301e-01,4.763955e-01,1.845435e+00,1.583494e+00,2.384561e+00,2.194430e-24,5.779736e-02
157,2,2,-7.043950e-01,3.224856e-01,0.000000e+00,0.000000e+00,7.747059e-01,1.355120e+00,2.157297e+00,7.391942e-01,1.834118e+00,2.194430e-24,5.779736e-02
158,1,2,-2.843978e-01,-1.064598e-02,0.000000e+00,0.000000e+00,2.845970e-01,1.221027e+00,1.621265e+00,1.238342e+00,1.634345e+00,2.411847e-25,7.476042e-02
158,2,2,5.600344e-01,2.785783e-01,0.000000e+00,0.000000e+00,6.254953e-01,2.017045e+00,1.352158e+00,1.718766e+00,8.449964e-01,2.411847e-25,7.476042e-02
159,1,2,3.385605e-01,-4.261505e-01,0.000000e+00,0.000000e+00,5.442678e-01,1.456382e+00,8.756743e-01,1.955927e+00,1.572071e+00,7.655158e-25,6.031356e-02
159,2,2,1.358834e-01,-1.054809e-01,0.000000e+00,0.000000e+00,1.720190e-01,1.445820e+00,1.243729e+00,1.585030e+00,1.403134e+00,7.655158e-25,6.031356e-02
160,1,2,7.614689e-01,-7.476081e-02,0.000000e+00,0.000000e+00,7.651301e-01,1.989683e+00,9.554918e-01,2.063464e+00,1.100912e+00,4.371491e-25,6.025803e-02
160,2,2,-4.687629e-01,5.462338e-01,0.000000e+00,0.000000e+00,7.197986e-01,1.634947e+00,2.132628e+00,6.986534e-01,1.537260e+00,4.371491e-25,6.025803e-02
161,1,2,-1.231967e-01,6.162822e-01,0.000000e+00,0.000000e+00,6.284753e-01,1.838791e+00,1.968232e+00,9.570911e-01,1.186933e+00,3.490237e-25,4.400552e-02
161,2,2,5.690131e-01,5.858903e-02,0.000000e+00,0.000000e+00,5.720215e-01,1.892726e+00,1.142961e+00,1.829770e+00,1.035376e+00,3.490237e-25,4.400552e-02
162,1,2,-6.637440e-01,9.883633e-03,0.000000e+00,0.000000e+00,6.638176e-01,1.064393e+00,1.946255e+00,1.045657e+00,1.936072e+00,4.788194e-25,5.679027e-02
162,2,2,5.192150e-01,-7.421441e-01,0.000000e+00,0.000000e+00,9.057385e-01,1.540943e+00,5.455674e-01,2.311510e+00,1.807269e+00,4.788194e-25,5.679027e-02
163,1,2,6.390903e-01,4.866363e-01,0.000000e+00,0.000000e+00,8.032753e-01,2.212850e+00,1.529818e+00,1.717603e+00,6.275334e-01,4.025623e-25,1.898786e-01
163,2,2,-5.198833e-01,3.544689e-01,0.000000e+00,0.000000e+00,6.292272e-01,1.437045e+00,2.035837e+00,8.045013e-01,1.651289e+00,4.025623e-25,1.898786e-01
164,1,2,-5.237243e-01,2.891316e-01,0.000000e+00,0.000000e+00,5.982342e-01,1.374299e+00,1.995895e+00,8.556708e-01,1.681389e+00,3.790931e-25,1.263989e-01
164,2,2,7.504643e-01,5.782551e-01,0.000000e+00,0.000000e+00,9.474047e-01,2.356908e+00,1.597860e+00,1.800554e+00,4.900376e-01,3.790931e-25,1.263989e-01
165,1,2,2.727250e-01,-7.657423e-01,0.000000e+00,0.000000e+00,8.128592e-01,1.294104e+00,7.640718e-01,2.176620e+00,1.909653e+00,4.910682e-25,9.871337e-02
165,2,2,-4.248202e-01,-4.564167e-01,0.000000e+00,0.000000e+00,6.235290e-01,7.914004e-01,1.524990e+00,1.565880e+00,2.037465e+00,4.910682e-25,9.871337e-02
166,1,2,-2.848532e-01,2.801728e-02,0.000000e+00,0.000000e+00,2.862278e-01,1.252300e+00,1.645499e+00,1.206725e+00,1.611086e+00,2.415191e-24,1.013095e-01
166,2,2,-3.334728e-01,5.891587e-01,0.000000e+00,0.000000e+00,6.769875e-01,1.723277e+00,2.074506e+00,7.829745e-01,1.395328e+00,2.415191e-24,1.013095e-01
167,1,2,3.002061e-01,-7.901219e-01,0.000000e+00,0.000000e+00,8.452315e-01,1.317036e+00,7.305890e-01,2.212481e+00,1.922043e+00,3.646494e-25,8.932959e-02
167,2,2,-1.652660e-01,-2.395603e-01,0.000000e+00,0.000000e+00,2.910360e-01,1.129181e+00,1.391443e+00,1.494420e+00,1.701280e+00,3.646494e-25,8.932959e-02
168,1,2,9.653666e-02,-5.456492e-01,0.000000e+00,0.000000e+00,5.541230e-01,1.186940e+00,1.011277e+00,1.895105e+00,1.790329e+00,6.439629e-25,4.694121e-02
168,2,2,6.488032e-01,-2.752850e-01,0.000000e+00,0.000000e+00,7.047889e-01,1.801045e+00,8.053266e-01,2.084443e+00,1.322759e+00,6.439629e-25,4.694121e-02
169,1,2,1.179784e-01,-2.739212e-01,0.000000e+00,0.000000e+00,2.982478e-01,1.333066e+00,1.142433e+00,1.694919e+00,1.549464e+00,2.667966e-25,6.004186e-02
169,2,2,-2.266077e-01,5.253804e-01,0.000000e+00,0.000000e+00,5.721675e-01,1.710240e+00,1.957384e+00,9.074135e-01,1.315230e+00,2.667966e-25,6.004186e-02
170,1,2,4.483464e-01,-2.345977e-01,0.000000e+00,0.000000e+00,5.060144e-01,1.638154e+00,9.434841e-01,1.903139e+00,1.352240e+00,2.676639e-25,5.100825e-02
170,2,2,-1.600733e-01,-6.150170e-01,0.000000e+00,0.000000e+00,6.355072e-01,9.239528e-01,1.222286e+00,1.820373e+00,1.988479e+00,2.676639e-25,5.100825e-02
171,1,2,-7.179093e-01,3.024914e-01,0.000000e+00,0.000000e+00,7.790345e-01,1.332689e+00,2.155852e+00,7.523918e-01,1.854112e+00,9.695965e-24,1.525526e-01
171,2,2,-1.500811e-01,1.370170e-01,0.000000e+00,0.000000e+00,2.032191e-01,1.419567e+00,1.617249e+00,1.211240e+00,1.437855e+00,9.695965e-24,1.525526e-01
172,1,2,5.459213e-01,1.981615e-01,0.000000e+00,0.000000e+00,5.807736e-01,1.955879e+00,1.281319e+00,1.741499e+00,9.214838e-01,3.449810e-25,2.055139e-01
172,2,2,-4.692839e-01,2.290044e-01,0.000000e+00,0.000000e+00,5.221785e-01,1.338698e+00,1.915528e+00,9.359989e-01,1.659286e+00,3.449810e-25,2.055139e-01
173,1,2,4.710778e-01,-3.351735e-01,0.000000e+00,0.000000e+00,5.781484e-01,1.614331e+00,8.495604e-01,1.986645e+00,1.436122e+00,2.286827e-25,5.684757e-02
173,2,2,-1.853891e-01,3.337564e-02,0.000000e+00,0.000000e+00,1.883695e-01,1.315848e+00,1.572581e+00,1.264102e+00,1.529546e+00,2.286827e-25,5.684757e-02
174,1,2,2.947414e-01,2.993273e-01,0.000000e+00,0.000000e+00,4.200826e-01,1.834286e+00,1.478391e+00,1.472174e+00,9.941488e-01,1.781441e-25,4.236004e-02
174,2,2,-9.776025e-02,-3.456046e-01,0.000000e+00,0.000000e+00,3.591651e-01,1.114572e+00,1.278011e+00,1.620089e+00,1.736585e+00,1.781441e-25,4.236004e-02
175,1,2,8.772179e-02,2.775852e-01,0.000000e+00,0.000000e+00,2.911162e-01,1.677904e+00,1.569865e+00,1.305765e+00,1.163673e+00,1.158756e-24,6.856646e-02
175,2,2,-7.954062e-01,-2.174858e-01,0.000000e+00,0.000000e+00,8.246036e-01,8.088183e-01,1.958523e+00,1.234557e+00,2.169275e+00,1.158756e-24,6.856646e-02
176,1,2,-6.232103e-01,5.485908e-01,0.000000e+00,0.000000e+00,8.302668e-01,1.593770e+00,2.243423e+00,5.879972e-01,1.684809e+00,4.092159e-25,5.865041e-02
176,2,2,-2.104250e-02,-7.912259e-01,0.000000e+00,0.000000e+00,7.915057e-01,1.000972e+00,1.042168e+00,2.041286e+00,2.061800e+00,4.092159e-25,5.865041e-02
177,1,2,-6.973278e-01,-1.015641e-01,0.000000e+00,0.000000e+00,7.046853e-01,9.480493e-01,1.920445e+00,1.142390e+00,2.023454e+00,1.040615e-24,7.646625e-02
177,2,2,1.539152e-01,-3.431125e-01,0.000000e+00,0.000000e+00,3.760533e-01,1.327788e+00,1.071149e+00,1.770726e+00,1.587391e+00,1.040615e-24,7.646625e-02
178,1,2,3.172462e-01,4.223805e-01,0.000000e+00,0.000000e+00,5.282523e-01,1.938635e+00,1.577758e+00,1.438326e+00,8.943137e-01,3.596176e-25,2.832751e-02
178,2,2,5.266969e-01,-1.874719e-01,0.000000e+00,0.000000e+00,5.590665e-01,1.729452e+00,9.403286e-01,1.934139e+00,1.278321e+00,3.596176e-25,2.832751e-02
179,1,2,-1.041910e-01,-7.498310e-01,0.000000e+00,0.000000e+00,7.570353e-01,9.300850e-01,1.132176e+00,1.965803e+00,2.069093e+00,1.902942e-25,4.791935e-02
179,2,2,2.388067e-01,-5.645113e-02,0.000000e+00,0.000000e+00,2.453882e-01,1.557218e+00,1.212312e+00,1.628107e+00,1.302115e+00,1.902942e-25,4.791935e-02
180,1,2,-7.937129e-01,-1.628479e-01,0.000000e+00,0.000000e+00,8.102466e-01,8.621938e-01,1.979452e+00,1.181004e+00,2.137667e+00,1.323270e-23,1.171338e-01
180,2,2,-4.659023e-01,1.321088e-01,0.000000e+00,0.000000e+00,4.842702e-01,1.251771e+00,1.852172e+00,1.019066e+00,1.703556e+00,1.323270e-23,1.171338e-01
181,1,2,5.309366e-01,2.970887e-01,0.000000e+00,0.000000e+00,6.084040e-01,2.006541e+00,1.379297e+00,1.684592e+00,8.450471e-01,3.910400e-25,1.672224e-01
181,2,2,-5.727593e-01,9.971327e-02,0.000000e+00,0.000000e+00,5.813741e-01,1.179790e+00,1.919099e+00,9.965194e-01,1.812205e+00,3.910400e-25,1.672224e-01
182,1,2,6.319444e-01,-3.619602e-01,0.000000e+00,0.000000e+00,7.282643e-01,1.752238e+00,7.365866e-01,2.125601e+00,1.410816e+00,2.930471e-25,7.081405e-02
182,2,2,-4.853943e-01,-6.733276e-01,0.000000e+00,0.000000e+00,8.300468e-01,6.095358e-01,1.520891e+00,1.750670e+00,2.237503e+00,2.930471e-25,7.081405e-02
183,1,2,5.873259e-01,2.386955e-01,0.000000e+00,0.000000e+00,6.339773e-01,2.013447e+00,1.305629e+00,1.760451e+00,8.659587e-01,1.321074e-24,5.558970e-02
183,2,2,1.970689e-01,-1.758968e-01,0.000000e+00,0.000000e+00,2.641512e-01,1.453314e+00,1.150584e+00,1.678007e+00,1.423879e+00,1.321074e-24,5.558970e-02
184,1,2,7.009729e-01,7.098402e-01,0.000000e+00,0.000000e+00,9.976152e-01,2.411817e+00,1.735791e+00,1.725544e+00,4.166652e-01,3.318007e-25,1.892508e-01
184,2,2,-3.351990e-01,3.793643e-01,0.000000e+00,0.000000e+00,5.062367e-01,1.531211e+00,1.919740e+00,9.094773e-01,1.472394e+00,3.318007e-25,1.892508e-01
185,1,2,-9.964335e-02,-5.580842e-01,0.000000e+00,0.000000e+00,5.669099e-01,1.002961e+00,1.185118e+00,1.799519e+00,1.907051e+00,6.461235e-25,7.517107e-02
185,2,2,-9.143351e-02,-2.435560e-01,0.000000e+00,0.000000e+00,2.601531e-01,1.182244e+00,1.327944e+00,1.540105e+00,1.654587e+00,6.461235e-25,7.517107e-02
186,1,2,-3.117646e-01,2.201719e-01,0.000000e+00,0.000000e+00,3.816711e-01,1.400888e+00,1.791521e+00,1.040096e+00,1.526060e+00,5.857139e-25,2.115209e-01
186,2,2,5.876838e-01,6.491940e-01,0.000000e+00,0.000000e+00,8.756855e-01,2.289231e+00,1.699955e+00,1.625978e+00,5.413589e-01,5.857139e-25,2.115209e-01
187,1,2,-6.560344e-01,-1.584088e-01,0.000000e+00,0.000000e+00,6.748885e-01,9.091689e-01,1.857613e+00,1.208397e+00,2.020980e+00,2.352158e-24,6.806463e-02
187,2,2,-5.621225e-01,6.855274e-01,0.000000e+00,0.000000e+00,8.865266e-01,1.741476e+00,2.298092e+00,5.391009e-01,1.593462e+00,2.352158e-24,6.806463e-02
188,1,2,5.394034e-01,2.000837e-01,0.000000e+00,0.000000e+00,5.753169e-01,1.951913e+00,1.285438e+00,1.734828e+00,9.230468e-01,3.483473e-25,6.042793e-02
188,2,2,-1.810168e-01,1.247157e-01,0.000000e+00,0.000000e+00,2.198206e-01,1.391301e+00,1.630885e+00,1.198689e+00,1.470008e+00,3.483473e-25,6.042793e-02
189,1,2,7.096875e-01,-5.464362e-02,0.000000e+00,0.000000e+00,7.117880e-01,1.953645e+00,9.889287e-01,2.008807e+00,1.093871e+00,3.278456e-25,4.561468e-02
189,2,2,-3.138815e-01,-6.062899e-01,0.000000e+00,0.000000e+00,6.827218e-01,7.910539e-01,1.371602e+00,1.746690e+00,2.075199e+00,3.278456e-25,4.561468e-02
190,1,2,-9.753305e-02,7.560645e-01,0.000000e+00,0.000000e+00,7.623295e-01,1.974388e+00,2.070831e+00,9.348535e-01,1.124315e+00,2.648230e-25,7.273755e-02
190,2,2,-2.599411e-01,-6.100587e-01,0.000000e+00,0.000000e+00,6.631297e-01,8.365055e-01,1.318903e+00,1.771998e+00,2.044441e+00,2.648230e-25,7.273755e-02
191,1,2,4.275539e-01,3.196130e-01,0.000000e+00,0.000000e+00,5.338115e-01,1.944039e+00,1.438427e+00,1.581403e+00,8.891688e-01,3.512616e-25,8.531079e-02
191,2,2,-7.921979e-01,-7.866080e-01,0.000000e+00,0.000000e+00,1.116391e+00,2.978554e-01,1.804857e+00,1.798652e+00,2.530601e+00,3.512616e-25,8.531079e-02
192,1,2,-9.311833e-02,-2.925289e-01,0.000000e+00,0.000000e+00,3.069922e-01,1.150195e+00,1.302084e+00,1.578944e+00,1.692790e+00,2.229430e-25,5.036088e-02
192,2,2,4.520462e-01,-4.863514e-01,0.000000e+00,0.000000e+00,6.639905e-01,1.540219e+00,7.510581e-01,2.077902e+00,1.584138e+00,2.229430e-25,5.036088e-02
193,1,2,-2.332909e-01,7.048452e-01,0.000000e+00,0.000000e+00,7.424496e-01,1.869315e+00,2.104163e+00,8.215590e-01,1.268118e+00,6.032922e-25,1.018949e-01
193,2,2,1.296491e-01,2.794587e-01,0.000000e+00,0.000000e+00,3.080682e-01,1.706787e+00,1.547425e+00,1.339883e+00,1.129907e+00,6.032922e-25,1.018949e-01
194,1,2,1.579570e-02,6.095223e-02,0.000000e+00,0.000000e+00,6.296569e-02,1.468830e+00,1.447162e+00,1.383348e+00,1.360319e+00,4.140531e-25,5.318511e-02
194,2,2,5.141377e-01,-5.084130e-01,0.000000e+00,0.000000e+00,7.230639e-01,1.591939e+00,6.911729e-01,2.137270e+00,1.584731e+00,4.140531e-25,5.318511e-02
195,1,2,2.240777e-01,3.003651e-01,0.000000e+00,0.000000e+00,3.747399e-01,1.785866e+00,1.514267e+00,1.409913e+00,1.044770e+00,5.716265e-25,1.497256e-01
195,2,2,-7.518006e-01,-7.588100e-01,0.000000e+00,0.000000e+00,1.068174e+00,3.460861e-01,1.768326e+00,1.776236e+00,2.482381e+00,5.716265e-25,1.497256e-01
196,1,2,7.894328e-01,2.471047e-02,0.000000e+00,0.000000e+00,7.898194e-01,2.062062e+00,1.046121e+00,2.037955e+00,9.977616e-01,3.647408e-25,6.214281e-02
196,2,2,-3.379885e-01,-1.172131e-01,0.000000e+00,0.000000e+00,3.577362e-01,1.103436e+00,1.602974e+00,1.298624e+00,1.743095e+00,3.647408e-25,6.214281e-02
197,1,2,6.336104e-01,4.582603e-01,0.000000e+00,0.000000e+00,7.819621e-01,2.189796e+00,1.503584e+00,1.721094e+00,6.540055e-01,3.068777e-25,1.593054e-01
197,2,2,-4.603439e-01,4.212313e-01,0.000000e+00,0.000000e+00,6.239811e-01,1.520239e+00,2.037769e+00,7.913292e-01,1.570852e+00,3.068777e-25,1.593054e-01
198,1,2,-2.636047e-01,-4.950640e-01,0.000000e+00,0.000000e+00,5.608706e-01,8.928820e-01,1.360756e+00,1.666582e+00,1.957527e+00,3.204562e-25,7.783351e-02
198,2,2,1.380469e-01,-7.102603e-01,0.000000e+00,0.000000e+00,7.235514e-01,1.174351e+00,9.093471e-01,2.054298e+00,1.915190e+00,3.204562e-25,7.783351e-02
199,1,2,-7.703423e-01,5.819015e-01,0.000000e+00,0.000000e+00,9.654204e-01,1.598485e+00,2.374137e+00,4.770210e-01,1.819043e+00,2.276556e-24,1.082778e-01
199,2,2,-2.667810e-01,7.119584e-01,0.000000e+00,0.000000e+00,7.603005e-01,1.862367e+00,2.129680e+00,7.877678e-01,1.299116e+00,2.276556e-24,1.082778e-01
200,1,2,1.132691e-01,5.942383e-01,0.000000e+00,0.000000e+00,6.049373e-01,1.944470e+00,1.824250e+00,1.184910e+00,9.751586e-01,6.074825e-25,1.312375e-01
200,2,2,-4.412597e-01,6.981070e-01,0.000000e+00,0.000000e+00,8.258713e-01,1.787668e+00,2.227285e+00,6.350828e-01,1.472538e+00,6.074825e-25,1.312375e-01
